comment,general_negative,general_neutral,general_positive,display_negative,display_neutral,display_positive,edit_negative,edit_neutral,edit_positive,feature_negative,feature_neutral,feature_positive,backup_negative,backup_neutral,backup_positive,update_negative,update_neutral,update_positive,stability_negative,stability_neutral,stability_positive,other_negative,other_neutral,other_positive
Ảnh tải lên xem dc nhưng tải về điện thoại mở k dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nhieu luc dang hinh khong duoc va lai cham nua,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Xem hình được nhưng tải về không được, android 4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NẾU CÓ CÁC SẮP XẾP ABC THÌ HAY QUÁ XEM ALBUM CHO DỄ GIỐNG NHU PISACA Ý,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chương trình giữ lại đc tất cả ảnh mà mình đã mất hay đã xóa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Có điều thêm tính năng tạo mật khẩu bảo vệ nữa thì tốt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
That tien loi cho cong dong khi luu giu nhung ky niem dang nho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dung lượng nhiều hơn để giải phóng bộ nhớ máy đi :3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Khá hay, nhưng nên cải thiện hiệu suất ạ dùng lâu lâu bị lag",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tuy tốt no cần phải thêm 1phần xoá ở photos no ko xoá ở thiết bị,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rất hay, lưu lại mọi lúc mọi nơi trên tất cả thiết bị",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sao bị xóa hình trong thư mục rác hết rồi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hay. Bạn phải lưu vào thư viện trên google photo trước khi xóa nhé. Còn kg bạn phải cài đặt tự động sao lưu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Làm ơn coi lại dùm , mới 2ngày giờ lại cập nhật nữa là sao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Được, có cải thiện. Cần theo hướng tiện lợi, dễ khai thác sử dụng. Trong tương tác, cần ít thao tác nhưng phục vụ ý định được ngay",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 bức ảnh thôi thì không nói. Cả chục tấm đăng nhập chục lần.... còn cả đã hiển thị tải về thành công mà không hiển thị trong album...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gần đây lỗi tải xuống. Tải xuống hoàn thành mà vào xem ảnh nó không hiển thị gì. Mong adm sớm chỉnh lại.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tất cả các hình ảnh mik đều được lưu lại từ nhiều năm trước, giờ muốn xem lại là cứ xem thôi rất thích.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Luc truoc tu dong sao luu rat tot nhug h phai vao roi an sao luu ma co khi lai ko sao luu dc. That vong!,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Đang xem ảnh nó lại hiện lên "" rất tiếc ảnh đã dừng lại"" rồi thoát ra! Có cách gì khắc phục không ad!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dạo này sao xóa ảnh trong google photos nhưng hình ảnh gốc cũng bi mất xem lại dùm minh dy ạ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Không tự động sao lưu dù đã để chế độ tự động. Phải mở google ảnh ra thì ảnh mới đc tự động sao lưu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rất thú vị. Đẹp.cám ơn nhiều nhé...nhờ có sự giúp đỡ của bạn làm mình văn minh hơn đấy...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đánh dấu (phân biệt) những hình ảnh đang có trên thiết bị và ko có trên thiết bị thì dễ dọn dẹp hơn.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ảnh chụp màn hình không được tự lưu lên đám mây như các ảnh khác từ ảnh tự chụp tới ảnh tải về.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tự ghép hình .. tự làm clip lồng nhạc..v.v phải nói là không có gì để chê đc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tải anh về máy được nhưng không xem được. Mong rằng lỗi này sẽ được khắc phục.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Giãi phóng dung lượng. Ảnh xem đc trên nhiều thiết bị.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Dùng rất tốt,tất cả hình ảnh video được lưu lại",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tốt. Mong có cách tìm video có tiêu đề́. Nếu không thì tìm một video khó quá,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi ko thích .ứng dụng này như cc tự đưa ảnh lên mà ko thèn hỏi mjh vl bỏ ngay chức năng đấy đi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Khi đã upload ảnh lên xong rồi, còn hiển thị ảnh trong local, làm loạn mắt",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lưu ảnh chỉ dựa theo bộ sưu tập  ko lưu được những ảnh cũ hơn như đổi điện thọai hay mất dt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tốt. Có cái anh xóa trong thẻ. Nó vẫn lưu ở đay,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lỗi, không tải được ảnh cũ đã sao lưu, file tải về không có định dạng.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phần trợ lí khá hay và thú vị. Lưu trữ tốt. Hãy phát triển thêm.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Minh moi dung len cung thay dc.Vay  tam thoi cham 5* nha,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ud tu tao anh cung thu vi, nhung luc truoc co cau chuyen sao bay gio ko co nua",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tốn thêm của bộ nhớ mấy MB nữa. Bản cũ không khả dụng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Video ngày trước lưu thì bây giời khỏi xem được nữa!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
That tran mai ko tai dc ung  dụng google  photos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Có thể tìm lại những hình ảnh củ đã xóa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Một lần mình bị mất điện thoại và cũng rất đau khổ khi nghĩ mất hết những tấm ảnh quý giá. Google Photo đã lưu lại hết và khi đăng nhập trên máy mới những tấm ảnh ấy vẫn còn. Mình có thể xoá ảnh trên điện thoại nhưng Google Photo vẫn còn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cập nhật xong ảnh nào cũng mờ đi. Phải phóng to rồi thi nhỏ ms nét trở lại,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"cái lồn mẹ chúng mày, wifi chạy nuột mà bảo không ổn định đéo vào được. xóa con mẹ chúng mày đi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ứng dụng tiên quyết phải tải đầu tiên mỗi khi đổi máy :)) GG mà phóng khoáng cho free luôn dung lượng ảnh gốc thì còn tuyệt vời hơn nữa =)))),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ứng dụng này dùng rất mượt. Dung lương ok. Nói chung là rất tốt. Tôi 5 ☆,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Nếu sau khi đồng bộ lên mà nó chia ra từng thư mục như ở điện thoại thì thích hơn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giúp tôi sắp xếp hình ảnh tốt hơn, lưu trữ không sợ mất. Tks",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Xài rất hay có nhìu tiện ích rất tốt very good.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sao tạo album lâu quá vậy ad, còn lại dùng đều tốt cả",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ảnh up lên mờ tịt ko như ảnh gốc nói chung là ko đẹp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dễ upload hơn trước nhiều ... cải tiến thêm nhận dạng người nhé,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tôi không đủ dung lượng mà cứ nâng cấp nhiều lần lắm. Mong rate xữa lại vào 
nâng cấp cái mới một lần nữa thôi!!! Vào nhớ sữa lỗi nha. Tôi trong trời 
đến ngày đó",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hiển thị các album ảnh như điện thoại thì tốt hơn. ( if you can show album like phone, that 's good)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko noi gi hon la no qua hay va toi mong cai nay se cang ngay tien bo hon nua va som phat trien nhung cai hay .😆😆😆,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thêm tính năng khóa ứng dụng đc ko bác gg :(,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Đm đt tao ko đủ dung lượng để cập nhật thì ko đc đụng vào tệp này nữa ak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sao ảnh trên thiết bị mình bị mất mà trên đây cũng mất luôn? Ko có sao lưu hoàn toàn huh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
giúp tôi lưu giữ được rất nhiều hình ảnh đã từng bị mất cảm ơn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dễ dàng lưu lại các bức ảnh của mình. Thanks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nhơ photo google ma các ảnh và video ko bi mất,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tự nhiên xóa hết ảnh bên thư viện bựk mình vl,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Sao chừ tự nhiên ko cập nhật được nữa vậy Tự nhiên hiện ko tồn tại là sao v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lâu lâu tìm lại mấy cái ảnh cũ xóa rồi hay phết,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rat hay va tot luu chu nhung khoang khac đang nho,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Video trong album không hiển thị tên, rất khó kiểm soát.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Còn lại 14/15g thì mua lam gì mà ngày nào cũng đòi mua ở thanh thông báo. Quá phiền hà.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đồng bộ hình lung tung. Không xác định ngày chụp hoặc sao chép của hình ảnh. Thường xuyên lấy hình cũ trong album để đồng bộ lại dẫn đến trùng lặp hình ảnh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ko hiểu sao. Tại sao không cập nhật định kỳ 1 tuần hoặc 2 tuần, mà ngày nào cũng thấy có bản cập nhật. Phiền toái",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lỡ giải phóng dung lượng bây h dùng bất tiện mỗi lần chỉnh ảnh đều khó khăn, có app còn k lấy được ảnh để chỉnh huhu",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xài gmail nên dùng cái này dễ đồng bộ hóa,không thể thiếu những dịch vụ đám mây giúp mình lưu trữ!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ad ơi hình ảnh của e tự nhiên bị mờ nhìn k rõ, có cách nào khôi phục lại đc k v 😭",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Đề nghị ad sửa lại lỗi không tự sao lưu ảnh tự động mà mỗi lần muốn sao lưu phải vào google photo thì nó mới tự động lưu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tôi rất thích ứng dụng này nó rất hửu ích lưu hình ảnh mà không sợ thất lạc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lưu lại  hình ảnh cũ nhiều năm mà không sợ mất,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tuyệt. Rất hữu ích cho những người thích chụp ảnh như tôi.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dung thu xem co luu anh tot khi may capnhat lai phan mem  ma van con anh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cần thêm chức năng tải nhiều ảnh và video về máy 1 lúc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rễ  ràng  sao lưu  để  giải  phóng cho bộ nhớ điện  thoại.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tuyệt vời!  Nhưng có cách nào khôi phục lại ảh đã bị xóa vĩnh viễn ko😅,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hay tai ve de luu anh nha de lam ky niem nha,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ứng dụng tiện lợi, truy cập lưu trữ miễn phí cả trên điện thoại và CPu.Người quản lý thân thiện và nhiệt tình. Xin cảm ơn",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mình không thấp thỏm sợ ổ cứng laptop hay thẻ nhớ điện thoại bị hỏng sẽ mất hết hình nữa. Có những tấm ảnh kỉ niệm quý giá k tìm lại dc. 😊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ứng dụng này rất đáng iuuu. Mình ko nghĩ nó có thể làm nhìu thứ như z ❤❤❤❤❤,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giữ ảnh tốt nhưng nếu mất đt thì làm sao để tìm lại được ảnh ở đt ấy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cưc kì sd k hop lí pin gây mất điện nhiều. Cạn kiệt điện của đt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rất tốt cho việc lưu  giữ những kỷ niệm đẹp trong cuộc đời!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ảnh từ nhiều năm trước, từ mày ko thẻ nhớ đến có thẻ nhớ đều có trong bộ nhớ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hay quá! Hay quá, mình rất thích ứng dụng này",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Có nhiu anh luu duox ma sao tai xuong ve may thi k duoc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất hữu ích với ng có nhiều ảnh như tui! ^^!,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rất tốt ! Tiện lợi, dễ sử dụng, tiết kiệm thời gian. Hy vọng ngày càng nhiều tiện ích, chất lượng cao.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mình đã bật chế độ tự sao lưu rồi. Wifi 3G gì cũng có đủ đầy dư dật mà ko hiểu sao cứ quay quay. Làm mấy ngày nay công việc hình ảnh chật máy mà ko sao lưu được tấm nào để xóa?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bổ sung thêm cài đặt mật khẩu an toàn trước  khi mở file hình. Bảo mật hình ảnh.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ứng dụng rất hữu ích ko lo mất ảnh cho dù mất điện thoại.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hệ thống tốt câc dữ liệu ảnh, phim và yên tâm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dễ tìm  rất tiện khi cần tới để xem lại...v.v..,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rất hữu ích,dung lượng cao và ko mất dữ liệu",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nhưng mà nếu có thể đồng bộ từ điện thoại lên máy tính thì hay.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
chạy chậm qúa với hình lâu rồi ma không hết .xóa rồi ma có lại nữa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Chất lượng tốt, yêu cầu bảo mật tốt là ok...",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Được ko lo bị mất anh danh ba nhiều thứ khác nữa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ước gì dung lượng được nhiều lên thì tốt quá.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rất hữu ích. Giúp đỡ đc rất nhiều, khi lưu lại hình ảnh. Không bao h bị lãng quên!!!  Rất tuyệt",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ứng với tôi là tuyệt vời nhất nên cho 1 sao vì nó tuyệt vời NHẤT mà,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko hỉu bị gì mà vào đăng nhập để đồng bộ hóa nó cứ kêu không kết nối. Mà wifi vẫn chạy phà phà là thế nào???,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Rất tuyệt ,giúp giải phóng nhiều bộ nhớ",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Phiên bản này khi sao lưu xoá bản gốc trên máy thì khi không có kết nối mạng Internet thì kô xem được quá tê hơn phiên bản cũ. Cần chế độ có thể xem được ở ngoại tuyến cả ảnh và video đặc biệt là video, và xem video còn giựt không được mược mà kô ổn định",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Phải có đăng xuất thì tốt nhỉ, họăc cài mã,để ko ai xem hình riêng đựợc",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chỉ khi nào mở ứg dụng lên thì mới tự đồng bô, lúc trước thì nó tự đồng bộ kể cả khi không mở ứg dụng",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Toi rat thich .nhung sao dao nay ma tou khong the vao duoc xem anh cua minh.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"App rất tốt, đáng sử dụng, giao diện đơn giản thân thiện, google làm tốt lắm! 👍",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi rất thích ứng dụng rất tốt có những chức năng và nhiều hiệu ứng tốt chúc add ngày phát huy hơn nữa ah chúc vui vẻ mạnh khỏe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Để lưu lại hình ảnh và video. Không lo bị mất.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hi google! tôi mong các bạn sẽ có thêm tùy chọn nhập mật khẩu cho ứng dụng này để cải thiện tính năng bảo mật.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Đề nghị Thêm tính năng bảo mật , khóa ứng dụng nữa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chả biết cái app này hay ko. Nhưng thấy ko quan trọng tốn ram. Đã root và cho biến khỏi system rồi. Hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sau khi sao lưu video lên trên googlephoto không thể tải trở lại về máy ! Tải về k thể mở tệp tin . Quá tệ !,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tôi yêu ứng dụng này nó lưu trữ lượng lớn những Bộ sưu tập ảnh cho tôi xin cảm ơn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sao lưu ảnh rất nhanh khi bật 3g cũng như wifi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thật hay cho ứng dựng này Nó sắp xếp thật hoàn chỉnh Thankyou verymuch,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Một số ảnh cũ không hiểu sao vẫn xem lại được nhưng không thể tại về bộ nhớ của máy được,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuyệt vời... lưu lại nhữngckhoarnh khắc tưởng chừng quên lãng,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tốt. giải phóng bộ nhớ điện thoại rất hoàn hảo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lưu lại khoảnh khắc mà mìn ko ngờ tới sau bao thời gian xem lại...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nen cai dat. Luu anh bi giam dung luong va chat luong dang ke. Thua flickr nhung dang de cai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sao may cua tui kg tai xuong đuoc zay yeu cau truy cap dum xin cam on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tải ảnh về, thì lại vào bộ nhớ máy. Cập nhật nhiều, chỉ thế thôi sao?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nhờ bộ lưu trữ này mà toi giữ dc rat nhiều hinh ảnh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tốt. Các bạn nên tải để lưu lại những khoảnh khắc của mình,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Vui hơn với hoạt ảnh, sao lưu ko tốn bộ nhớ máy,tha hồ lưu trữ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Google anh bi loi .khong mo duoc lam mat het hinh ảnh sao luu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Sao lưu ảnh để có thể truy cập mọi nơi. Rất tốt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Yêu cầu có phần lưu ẩn hình ảnh, thư mục sẽ ok hơn",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sau khen hay bị hỏng và rất bức cái mình vì QC...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ảnh luu rõ ràng,sắc nét,luu giữ những khoảnh khắc tuyệt vời, cảm ơn.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mình thích ứng dụng tao ảnh động và phim tự động,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ứng dụng lưu ảnh rất tốt, khám phá trải nghiệm rất thú vị.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thêm lưu lượng miễn phí nữa thì quá tuyệt vời,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Những ảnh ko sao lưu và đã được xóa trên thiết bị mà vẫn xuất hiện trong G Photo. Có những ảnh trên thiết bị nếu như ở bản cũ thì ảnh chưa được sao lưu sẽ được hiển thị kèm theo ký hiệu mũi tên xoay thì bản cập nhật mới lại ko có, rất khó để nhận biết trong trường hợp ko muốn sao lưu hàng loạt.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
- So sánh với tốc độ hiển thị hình ảnh trong album của máy và các ứng dụng thư viện ảnh khác thì ứng dụng ảnh của bạn hiển thị hình ảnh quá chậm...... Album máy khi mở ra là hiển thị đồng loạt tất cả hình ảnh......... Còn các ứng dụng thư viện ảnh khác thì thời gian hiển thị tất cả hình ảnh cũng chỉ trông vòng 30 giây...... Còn ứng dụng của bạn khi mở ra cũng phải mất 10 phút mới hiển thị đuợc hết hình ảnh...!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tôi không thể xóa được ảnh và clip được đồng bộ hóa từ google photos vào bộ sưu tập trên thiết bị điện thoại của tôi. Mong tác giả giúp đỡ tôi cách khắc phục,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
